"voltage","millis"
"78","1460919041328"
"96","1460919041829"
"94","1460919042330"
"98","1460919042832"
"56","1460919043333"
"2","1460919043834"
"62","1460919044335"
"94","1460919044837"
"27","1460919045340"
"47","1460919045841"
"30","1460919046342"
"17","1460919046844"
"37","1460919047345"
"17","1460919047846"
"57","1460919048348"
"70","1460919048849"
"4","1460919049350"
"28","1460919049852"
"30","1460919050353"
"42","1460919050854"
"23","1460919051355"
"21","1460919051857"
"48","1460919052358"
"65","1460919052859"
"93","1460919053361"
"60","1460919053862"
"13","1460919054363"
"45","1460919054864"
"3","1460919055366"
"19","1460919055867"
"73","1460919056369"
"51","1460919056873"
"36","1460919057374"
"23","1460919057877"
"43","1460919058378"
"16","1460919058879"
"49","1460919059381"
"53","1460919059882"
"39","1460919060383"
"37","1460919060884"
"19","1460919061385"
"14","1460919061886"
"53","1460919062388"
"91","1460919062889"
"15","1460919063391"
"86","1460919063892"
"14","1460919064393"
"63","1460919064894"
"43","1460919065396"
"36","1460919065897"
"60","1460919066398"
"66","1460919066899"
"52","1460919067402"
"15","1460919067903"
"97","1460919068405"
"75","1460919068906"
"91","1460919069407"
"16","1460919069909"
"92","1460919070410"
"58","1460919070912"
"69","1460919071413"
"30","1460919071914"
"96","1460919072417"
"27","1460919072920"
"47","1460919073421"
"86","1460919073922"
"90","1460919074424"
"12","1460919074925"
"97","1460919075426"
"56","1460919075927"
"88","1460919076429"
"34","1460919076930"
"23","1460919077431"
"94","1460919077933"
"43","1460919078434"
"60","1460919078936"
"38","1460919079437"
"76","1460919079939"
"39","1460919080440"
"6","1460919080941"
"4","1460919081443"
"18","1460919081944"
"76","1460919082445"
"78","1460919082946"
"99","1460919083449"
"0","1460919083950"
"7","1460919084451"
"96","1460919084953"
"14","1460919085454"
"10","1460919085955"
"99","1460919086456"
"11","1460919086958"
"57","1460919087459"
"27","1460919087960"
"56","1460919088462"
"66","1460919088963"
"59","1460919089464"
"85","1460919089967"
"76","1460919090469"
"47","1460919090970"
"95","1460919091471"
"38","1460919091973"
"49","1460919092474"
"60","1460919092975"
"10","1460919093476"
"31","1460919093977"
"91","1460919094479"
"67","1460919094980"
"6","1460919095481"
"90","1460919095982"
"9","1460919096484"
"8","1460919096985"
"18","1460919097486"
"15","1460919097987"
"8","1460919098489"
"7","1460919098990"
"55","1460919099492"
"12","1460919099993"
"57","1460919100496"
"34","1460919100997"
"93","1460919101498"
"3","1460919102000"
"44","1460919102501"
"91","1460919103002"
"50","1460919103503"
"26","1460919104004"
"68","1460919104506"
"24","1460919105007"
"75","1460919105508"
"15","1460919106009"
"25","1460919106511"
"41","1460919107012"
"62","1460919107513"
"38","1460919108014"
"6","1460919108516"
"72","1460919109017"
"75","1460919109519"
"92","1460919110020"
"76","1460919110521"
"69","1460919111022"
"83","1460919111523"
"71","1460919112026"
"31","1460919112528"
"32","1460919113029"
"75","1460919113530"
"48","1460919114032"
"61","1460919114533"
"94","1460919115034"
"29","1460919115536"
"37","1460919116037"
"76","1460919116539"
"17","1460919117040"
"19","1460919117542"
"18","1460919118043"
"99","1460919118545"
"53","1460919119046"
"21","1460919119548"
"73","1460919120049"
"59","1460919120550"
"38","1460919121051"
"19","1460919121552"
"47","1460919122053"
"93","1460919122555"
"90","1460919123056"
"89","1460919123558"
"91","1460919124059"
"56","1460919124560"
"86","1460919125062"
"63","1460919125564"
"57","1460919126065"
"64","1460919126566"
"55","1460919127067"
"3","1460919127569"
"98","1460919128070"
"65","1460919128571"
"67","1460919129074"
"8","1460919129575"
"10","1460919130076"
"80","1460919130578"
"27","1460919131079"
"13","1460919131580"
"9","1460919132082"
"32","1460919132583"
"70","1460919133084"
"79","1460919133585"
"41","1460919134086"
"7","1460919134587"
"60","1460919135088"
"47","1460919135589"
"54","1460919136092"
"14","1460919136594"
"25","1460919137095"
"32","1460919137596"
"27","1460919138097"
"30","1460919138599"
"13","1460919139100"
"12","1460919139600"
"32","1460919140101"
"13","1460919140603"
"67","1460919141104"
"21","1460919141605"
"24","1460919142107"
"36","1460919142608"
"0","1460919143110"
"99","1460919143611"
"91","1460919144112"
"86","1460919144614"
"32","1460919145115"
"95","1460919145616"
"85","1460919146118"
"27","1460919146619"
"93","1460919147122"
"62","1460919147623"
"26","1460919148125"
"40","1460919148626"
"30","1460919149127"
"21","1460919149628"
"43","1460919150129"
"23","1460919150631"
"43","1460919151132"
"51","1460919151634"
"13","1460919152135"
"43","1460919152637"
"88","1460919153138"
"90","1460919153639"
"10","1460919154141"
"86","1460919154642"
"13","1460919155143"
"9","1460919155644"
"32","1460919156145"
"28","1460919156646"
"56","1460919157147"
"69","1460919157649"
"47","1460919158152"
"39","1460919158653"
"40","1460919159154"
"50","1460919159656"
"58","1460919160157"
"60","1460919160659"
"4","1460919161160"
"97","1460919161661"
"88","1460919162163"
"89","1460919162664"
"64","1460919163166"
"4","1460919163667"
"97","1460919164169"
"98","1460919164670"
"77","1460919165172"
"39","1460919165673"
"27","1460919166174"
"82","1460919166675"
"90","1460919167177"
"68","1460919167678"
"8","1460919168179"
"68","1460919168681"
"65","1460919169182"
"48","1460919169683"
"14","1460919170184"
"24","1460919170685"
"76","1460919171186"
"17","1460919171688"
"56","1460919172189"
"38","1460919172690"
"10","1460919173191"
"3","1460919173693"
"99","1460919174194"
"62","1460919174695"
"66","1460919175197"
"68","1460919175699"
"53","1460919176201"
"49","1460919176702"
"69","1460919177203"
"7","1460919177705"
"31","1460919178206"
"15","1460919178708"
"94","1460919179209"
"77","1460919179710"
"8","1460919180212"
"51","1460919180713"
"92","1460919181214"
"86","1460919181716"
"3","1460919182218"
"79","1460919182719"
"53","1460919183221"
"34","1460919183722"
"86","1460919184223"
"48","1460919184724"
"87","1460919185226"
"11","1460919185727"
"94","1460919186228"
"66","1460919186729"
"88","1460919187230"
"88","1460919187732"
"38","1460919188233"
"41","1460919188734"
"80","1460919189236"
"18","1460919189737"
"51","1460919190238"
"42","1460919190739"
"53","1460919191240"
"94","1460919191742"
"64","1460919192243"
"42","1460919192746"
"1","1460919193247"
"36","1460919193749"
"16","1460919194250"
"72","1460919194751"
"59","1460919195253"
"84","1460919195754"
"23","1460919196256"
"76","1460919196757"
"42","1460919197258"
"15","1460919197759"
"84","1460919198260"
"94","1460919198761"
"92","1460919199263"
"4","1460919199764"
"83","1460919200265"
"16","1460919200766"
"70","1460919201268"
"22","1460919201769"
"50","1460919202270"
"67","1460919202771"
"76","1460919203273"
"52","1460919203774"
"96","1460919204276"
"95","1460919204777"
"3","1460919205279"
"63","1460919205780"
"87","1460919206281"
"82","1460919206782"
"7","1460919207283"
"30","1460919207785"
"31","1460919208286"
"7","1460919208788"
"64","1460919209289"
"19","1460919209792"
"49","1460919210294"
"26","1460919210795"
"5","1460919211296"
"85","1460919211797"
"96","1460919212299"
"91","1460919212800"
"88","1460919213302"
"36","1460919213803"
"9","1460919214304"
"23","1460919214806"
"30","1460919215307"
"90","1460919215808"
"50","1460919216310"
"47","1460919216811"
"32","1460919217312"
"90","1460919217813"
"58","1460919218314"
"8","1460919218816"
"76","1460919219317"
"20","1460919219818"
"61","1460919220319"
"38","1460919220820"
"22","1460919221321"
"8","1460919221825"
"38","1460919222326"
"13","1460919222827"
"43","1460919223329"
"92","1460919223830"
"78","1460919224331"
"75","1460919224832"
"39","1460919225334"
"43","1460919225835"
"86","1460919226337"
"53","1460919226838"
"33","1460919227339"
"97","1460919227842"
"21","1460919228343"
"92","1460919228846"
"19","1460919229348"
"7","1460919229849"
"90","1460919230351"
"45","1460919230852"
"43","1460919231353"
"31","1460919231855"
"2","1460919232356"
"52","1460919232857"
"31","1460919233358"
"22","1460919233859"
"17","1460919234360"
"16","1460919234862"
"30","1460919235363"
"2","1460919235864"
"32","1460919236366"
"40","1460919236867"
"36","1460919237368"
"53","1460919237869"
"43","1460919238371"
"62","1460919238873"
"77","1460919239375"
